sample_id	sp_type	data_type	path2results	genera	species	extra	tax_id	isolate	species	genus	subfamily	family	suborder	order	subclass	class	phylum	clade1	kingdom	clade	superkingdom	no rank
Renilla_reniformis_FLUSv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Renilla_reniformis_FLUSv1	Renilla	reniformis		6136	Renilla_reniformis_FLUSv1	Renilla reniformis	Renilla	NA	Renillidae	Sessiliflorae	Pennatulacea	Octocorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Salpingoeca_rosetta_HIUSv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Salpingoeca_rosetta_HIUSv1	Salpingoeca	rosetta		946362	Salpingoeca_rosetta_HIUSv1	Salpingoeca rosetta	Salpingoeca	NA	Salpingoecidae	NA	Craspedida	NA	Choanoflagellata	NA	NA	NA	Opisthokonta	Eukaryota	cellular organisms
Scolanthus_callimorphus_CRFRv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Scolanthus_callimorphus_CRFRv1	Scolanthus	callimorphus		2072708	Scolanthus_callimorphus_CRFRv1	Scolanthus callimorphus	Scolanthus	NA	Edwardsiidae	NA	Actiniaria	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Stylissa_carteri_RSSAv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Stylissa_carteri_RSSAv1	Stylissa	carteri		279588	Stylissa_carteri_RSSAv1	Stylissa carteri	Stylissa	NA	Axinellidae	NA	Axinellida	Heteroscleromorpha	Demospongiae	Porifera	NA	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Thelohanellus_kitauei_TJCNv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Thelohanellus_kitauei_TJCNv1	Thelohanellus	kitauei		669202	Thelohanellus_kitauei_TJCNv1	Thelohanellus kitauei	Thelohanellus	NA	Myxobolidae	Platysporina	Bivalvulida	Myxosporea	Myxozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Trichoplax_adhaerens_RSSAv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Trichoplax_adhaerens_RSSAv1	Trichoplax	adhaerens		10228	Trichoplax_adhaerens_RSSAv1	Trichoplax adhaerens	Trichoplax	NA	Trichoplacidae	NA	NA	NA	NA	Placozoa	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Trichoplax_sp_H2_CRPAv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Trichoplax_sp_H2_CRPAv1	Trichoplax		sp. H2	287889	Trichoplax_sp_H2_CRPAv1	Trichoplax sp. H2	Trichoplax	NA	Trichoplacidae	NA	NA	NA	NA	Placozoa	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Xenia_sp_CTEAv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Xenia_sp_CTEAv1	Xenia		sp.	86540	Xenia_sp_CTEAv1	Xenia sp.	Xenia	NA	Xeniidae	NA	Alcyonacea	Octocorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Xestospongia_testudinaria_RSSAv1	outgroup	genome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_genomes/Xestospongia_testudinaria_RSSAv1	Xestospongia	testudinaria		178554	Xestospongia_testudinaria_RSSAv1	Xestospongia testudinaria	Xestospongia	NA	Petrosiidae	NA	Haplosclerida	Heteroscleromorpha	Demospongiae	Porifera	NA	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Acropora_hyacinthus_NANAv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Acropora_hyacinthus_NANAv1	Acropora	hyacinthus		55974	Acropora_hyacinthus_NANAv1	Acropora hyacinthus	Acropora	NA	Acroporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Acropora_muricata_XSCSv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Acropora_muricata_XSCSv1	Acropora	muricata		159855	Acropora_muricata_XSCSv1	Acropora muricata	Acropora	NA	Acroporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Astreopora_sp_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Astreopora_sp_REEFv1	Astreopora		sp.	2643297	Astreopora_sp_REEFv1	NA	Astreopora	NA	Acroporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Ctenactis_echinata_NAJPv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Ctenactis_echinata_NAJPv1	Ctenactis	echinata		486192	Ctenactis_echinata_NAJPv1	Ctenactis echinata	Ctenactis	NA	Fungiidae	Fungiina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Dipsastraea_lizardensis_NAJPv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Dipsastraea_lizardensis_NAJPv1	Dipsastraea	lizardensis		1869260	Dipsastraea_lizardensis_NAJPv1	Dipsastraea lizardensis	Dipsastraea	NA	Merulinidae	Faviina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Favia_sp_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Favia_sp_REEFv1	Favia		sp.	2619190	Favia_sp_REEFv1	NA	Favia	Faviinae	Mussidae	Faviina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Fungia_scutaria_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Fungia_scutaria_REEFv1	Fungia	scutaria		46714	Fungia_scutaria_REEFv1	Lobactis scutaria	Lobactis	NA	Fungiidae	Fungiina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Madracis_auretenra_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Madracis_auretenra_REEFv1	Madracis	auretenra		999287	Madracis_auretenra_REEFv1	Madracis auretenra	Madracis	NA	Pocilloporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Montastraea_cavernosa_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Montastraea_cavernosa_REEFv1	Montastraea	cavernosa		63558	Montastraea_cavernosa_REEFv1	Montastraea cavernosa	Montastraea	NA	Montastraeidae	Faviina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Montastraea_faveolata_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Montastraea_faveolata_REEFv1	Montastraea	faveolata		48498	Montastraea_faveolata_REEFv1	Montastraea faveolata	Montastraea	NA	Montastraeidae	Faviina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Montipora_aequituberculata_NANAv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Montipora_aequituberculata_NANAv1	Montipora	aequituberculata		105609	Montipora_aequituberculata_NANAv1	Montipora aequituberculata	Montipora	NA	Acroporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Montipora_foliosa_XSCSv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Montipora_foliosa_XSCSv1	Montipora	foliosa		591990	Montipora_foliosa_XSCSv1	Montipora foliosa	Montipora	NA	Acroporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Platygyra_carnosus_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Platygyra_carnosus_REEFv1	Platygyra	carnosus		1136245	Platygyra_carnosus_REEFv1	Platygyra carnosa	Platygyra	NA	Merulinidae	Faviina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Pocillopora_damicornis_XSCSv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Pocillopora_damicornis_XSCSv1	Pocillopora	damicornis	loc. South China Sea	46731	Pocillopora_damicornis_XSCSv1	Pocillopora damicornis	Pocillopora	NA	Pocilloporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Pocillopora_verrucosa_XSCSv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Pocillopora_verrucosa_XSCSv1	Pocillopora	verrucosa	loc. South China Sea	203993	Pocillopora_verrucosa_XSCSv1	Pocillopora verrucosa	Pocillopora	NA	Pocilloporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Porites_astreoides_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Porites_astreoides_REEFv1	Porites	astreoides		104758	Porites_astreoides_REEFv1	Porites astreoides	Porites	NA	Poritidae	Fungiina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Porites_lobata_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Porites_lobata_REEFv1	Porites	lobata		104759	Porites_lobata_REEFv1	Porites lobata	Porites	NA	Poritidae	Fungiina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Pseudodiploria_strigosa_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Pseudodiploria_strigosa_REEFv1	Pseudodiploria	strigosa		1428006	Pseudodiploria_strigosa_REEFv1	Pseudodiploria strigosa	Pseudodiploria	Faviinae	Mussidae	Faviina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Seriatopora_hystrix_REEFv1	coral	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/coral_transcriptomes/Seriatopora_hystrix_REEFv1	Seriatopora	hystrix		51070	Seriatopora_hystrix_REEFv1	Seriatopora hystrix	Seriatopora	NA	Pocilloporidae	Astrocoeniina	Scleractinia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Alatina_alata_BNNLv1-TRANS	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Alatina_alata_BNNLv1-TRANS	Alatina	alata	TRANS	1193083	Alatina_alata_BNNLv1-TRANS	Alatina alata	Alatina	NA	Alatinidae	NA	Carybdeida	NA	Cubozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Anthopleura_elegantissima_REEFv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Anthopleura_elegantissima_REEFv1	Anthopleura	elegantissima		6110	Anthopleura_elegantissima_REEFv1	Anthopleura elegantissima	Anthopleura	NA	Actiniidae	NA	Actiniaria	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Calvadosia_cruxmelitensis_CRGBv3.2-TRANS	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Calvadosia_cruxmelitensis_CRGBv3.2-TRANS	Calvadosia	cruxmelitensis	TRANS	1843192	Calvadosia_cruxmelitensis_CRGBv3.2-TRANS	Calvadosia cruxmelitensis	Calvadosia	NA	Kishinouyeidae	Amyostaurida	Stauromedusae	NA	Staurozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Calvadosia_cruxmelitensis_NANAv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Calvadosia_cruxmelitensis_NANAv1	Calvadosia	cruxmelitensis		1843192	Calvadosia_cruxmelitensis_NANAv1	Calvadosia cruxmelitensis	Calvadosia	NA	Kishinouyeidae	Amyostaurida	Stauromedusae	NA	Staurozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Cassiopea_xamachana_T1-Av2	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Cassiopea_xamachana_T1-Av2	Cassiopea	xamachana		12993	Cassiopea_xamachana_T1-Av2	Cassiopea xamachana	Cassiopea	NA	Cassiopeidae	NA	Rhizostomeae	NA	Scyphozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Cassiopea_xamachana_T1-Av2-TRANS	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Cassiopea_xamachana_T1-Av2-TRANS	Cassiopea	xamachana	TRANS	12993	Cassiopea_xamachana_T1-Av2-TRANS	Cassiopea xamachana	Cassiopea	NA	Cassiopeidae	NA	Rhizostomeae	NA	Scyphozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Corallium_rubrum_MRFRv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Corallium_rubrum_MRFRv1	Corallium	rubrum		142104	Corallium_rubrum_MRFRv1	Corallium rubrum	Corallium	NA	Coralliidae	Scleraxonia	Alcyonacea	Octocorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Corynactis_australis_JBAUv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Corynactis_australis_JBAUv1	Corynactis	australis		51772	Corynactis_australis_JBAUv1	Corynactis australis	Corynactis	NA	Corallimorphidae	NA	Corallimorpharia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Craterolophus_convolvulus_RYUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Craterolophus_convolvulus_RYUSv1	Craterolophus	convolvulus		37531	Craterolophus_convolvulus_RYUSv1	Craterolophus convolvulus	Craterolophus	NA	Craterolophidae	Amyostaurida	Stauromedusae	NA	Staurozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Dynamena_pumila_WSRUv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Dynamena_pumila_WSRUv1	Dynamena	pumila		308606	Dynamena_pumila_WSRUv1	Dynamena pumila	Dynamena	NA	Sertulariidae	NA	Leptothecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Gorgonia_ventalina_LRPRv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Gorgonia_ventalina_LRPRv1	Gorgonia	ventalina		204384	Gorgonia_ventalina_LRPRv1	Gorgonia ventalina	Gorgonia	NA	Gorgoniidae	Holaxonia	Alcyonacea	Octocorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Haliclystus_auricula_NANAv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Haliclystus_auricula_NANAv1	Haliclystus	auricula		1954221	Haliclystus_auricula_NANAv1	Haliclystus auricula	Haliclystus	NA	Haliclystidae	Myostaurida	Stauromedusae	NA	Staurozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Haliclystus_sanjuanensis_SJUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Haliclystus_sanjuanensis_SJUSv1	Haliclystus	sanjuanensis		168739	Haliclystus_sanjuanensis_SJUSv1	Haliclystus sanjuanensis	Haliclystus	NA	Haliclystidae	Myostaurida	Stauromedusae	NA	Staurozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Hydra_oligactis_GNCHv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Hydra_oligactis_GNCHv1	Hydra	oligactis		6088	Hydra_oligactis_GNCHv1	Hydra oligactis	Hydra	NA	Hydridae	Aplanulata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Kudoa_iwatai_RSILv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Kudoa_iwatai_RSILv1	Kudoa	iwatai		269814	Kudoa_iwatai_RSILv1	Kudoa iwatai	Kudoa	NA	Kudoidae	NA	Multivalvulida	Myxosporea	Myxozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Lucernaria_quadricornis_AIUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Lucernaria_quadricornis_AIUSv1	Lucernaria	quadricornis		1843199	Lucernaria_quadricornis_AIUSv1	Lucernaria quadricornis	Lucernaria	NA	Lucernariidae	Myostaurida	Stauromedusae	NA	Staurozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Millepora_alcicornis_PRUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Millepora_alcicornis_PRUSv1	Millepora	alcicornis		544493	Millepora_alcicornis_PRUSv1	Millepora alcicornis	Millepora	NA	Milleporidae	Capitata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Millepora_complanata_PRUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Millepora_complanata_PRUSv1	Millepora	complanata		544496	Millepora_complanata_PRUSv1	Millepora complanata	Millepora	NA	Milleporidae	Capitata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Millepora_sp_RR-2016_PRUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Millepora_sp_RR-2016_PRUSv1	Millepora		sp.	1916238	Millepora_sp_RR-2016_PRUSv1	Millepora sp. RR-2016	Millepora	NA	Milleporidae	Capitata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Millepora_squarrosa_PRUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Millepora_squarrosa_PRUSv1	Millepora	squarrosa		544505	Millepora_squarrosa_PRUSv1	Millepora squarrosa	Millepora	NA	Milleporidae	Capitata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Myxobolus_cerebralis_NANAv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Myxobolus_cerebralis_NANAv1	Myxobolus	cerebralis		59783	Myxobolus_cerebralis_NANAv1	Myxobolus cerebralis	Myxobolus	NA	Myxobolidae	Platysporina	Bivalvulida	Myxosporea	Myxozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Myxobolus_pendula_ONCAv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Myxobolus_pendula_ONCAv1	Myxobolus	pendula		138709	Myxobolus_pendula_ONCAv1	Myxobolus pendula	Myxobolus	NA	Myxobolidae	Platysporina	Bivalvulida	Myxosporea	Myxozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Pachycerianthus_borealis_NANAv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Pachycerianthus_borealis_NANAv1	Pachycerianthus	borealis		2736680	Pachycerianthus_borealis_NANAv1	Pachycerianthus borealis	Pachycerianthus	NA	Cerianthidae	NA	Ceriantharia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Palythoa_variabilis_PCBRv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Palythoa_variabilis_PCBRv1	Palythoa	variabilis		86597	Palythoa_variabilis_PCBRv1	Palythoa variabilis	Palythoa	NA	Sphenopidae	NA	Zoantharia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Physalia_physalis_OKJPv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Physalia_physalis_OKJPv1	Physalia	physalis		168775	Physalia_physalis_OKJPv1	Physalia physalis	Physalia	NA	Physaliidae	Cystonectae	Siphonophorae	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Plexaura_homomalla_PRUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Plexaura_homomalla_PRUSv1	Plexaura	homomalla		47982	Plexaura_homomalla_PRUSv1	Plexaura homomalla	Plexaura	NA	Plexauridae	Holaxonia	Alcyonacea	Octocorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Plexaura_kukenthali_PRUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Plexaura_kukenthali_PRUSv1	Plexaura	kukenthali		2789654	Plexaura_kukenthali_PRUSv1	Plexaura kukenthali	Plexaura	NA	Plexauridae	Holaxonia	Alcyonacea	Octocorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Podocoryna_carnea_NANAv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Podocoryna_carnea_NANAv1	Podocoryna	carnea		6096	Podocoryna_carnea_NANAv1	Podocoryna carnea	Podocoryna	NA	Hydractiniidae	Filifera	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Polypodium_hydriforme_OKUSv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Polypodium_hydriforme_OKUSv1	Polypodium	hydriforme		43186	Polypodium_hydriforme_OKUSv1	Polypodium hydriforme	Polypodium	NA	Polypodiidae	NA	Polypodiidea	NA	Polypodiozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Porpita_porpita_YOJPv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Porpita_porpita_YOJPv1	Porpita	porpita		316235	Porpita_porpita_YOJPv1	Porpita porpita	Porpita	NA	Porpitidae	Capitata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Rhodactis_indosinensis_NATWv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Rhodactis_indosinensis_NATWv1	Rhodactis	indosinensis		541185	Rhodactis_indosinensis_NATWv1	Rhodactis indosinensis	Rhodactis	NA	Discosomidae	NA	Corallimorpharia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Ricordea_yuma_NAAUv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Ricordea_yuma_NAAUv1	Ricordea	yuma		51832	Ricordea_yuma_NAAUv1	Ricordea yuma	Ricordea	NA	Ricordeidae	NA	Corallimorpharia	Hexacorallia	Anthozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Tripedalia_cystophora_Conant1897_1897v1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Tripedalia_cystophora_Conant1897_1897v1	Tripedalia	cystophora		6141	Tripedalia_cystophora_Conant1897_1897v1	Tripedalia cystophora	Tripedalia	NA	Tripedaliidae	NA	Carybdeida	NA	Cubozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Turritopsis_sp_SK-2016_TBJPv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Turritopsis_sp_SK-2016_TBJPv1	Turritopsis		sp.	1784781	Turritopsis_sp_SK-2016_TBJPv1	Turritopsis sp. SK-2016	Turritopsis	NA	Oceaniidae	Filifera	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
Velella_velella_OKJPv1	outgroup	transcriptome	../../../../0031_Coral_genomes/04_Results/2022-02-03/outgroup_transcriptomes/Velella_velella_OKJPv1	Velella	velella		264060	Velella_velella_OKJPv1	Velella velella	Velella	NA	Porpitidae	Capitata	Anthoathecata	Hydroidolina	Hydrozoa	Cnidaria	Eumetazoa	Metazoa	Opisthokonta	Eukaryota	cellular organisms
