best_strata	best_strata_taxa	color_best_strata_taxa
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Anthoathecata	#6a3d9a
order	Leptothecata	#6a3d9a
order	Leptothecata	#6a3d9a
order	Siphonophorae	#6a3d9a
order	Bivalvulida	#6a3d9a
order	Bivalvulida	#6a3d9a
order	Bivalvulida	#6a3d9a
order	Multivalvulida	#6a3d9a
order	Carybdeida	#6a3d9a
order	Carybdeida	#6a3d9a
order	Carybdeida	#6a3d9a
order	Carybdeida	#6a3d9a
order	Polypodiidea	#6a3d9a
order	Rhizostomeae	#6a3d9a
order	Rhizostomeae	#6a3d9a
order	Semaeostomeae	#6a3d9a
order	Semaeostomeae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Stauromedusae	#6a3d9a
order	Cydippida	#b15928
order	Lobata	#b15928
order	Craspedida	#b15928
order	Craspedida	#b15928
order	NA	#b15928
order	NA	#b15928
order	NA	#b15928
order	Alcyonacea	#6a3d9a
order	Alcyonacea	#6a3d9a
order	Alcyonacea	#6a3d9a
order	Alcyonacea	#6a3d9a
order	Alcyonacea	#6a3d9a
order	Alcyonacea	#6a3d9a
order	Alcyonacea	#6a3d9a
order	Pennatulacea	#6a3d9a
order	Pennatulacea	#6a3d9a
subclass	Heteroscleromorpha	#ff7f00
subclass	Heteroscleromorpha	#ff7f00
subclass	Heteroscleromorpha	#ff7f00
subclass	Heteroscleromorpha	#ff7f00
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hexacorallia	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Hydroidolina	#e31a1c
subclass	Myxosporea	#e31a1c
subclass	Myxosporea	#e31a1c
subclass	Myxosporea	#e31a1c
subclass	Myxosporea	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#e31a1c
subclass	NA	#ff7f00
subclass	NA	#ff7f00
subclass	NA	#ff7f00
subclass	NA	#ff7f00
subclass	NA	#ff7f00
subclass	NA	#ff7f00
subclass	NA	#ff7f00
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
subclass	Octocorallia	#e31a1c
class	Demospongiae	#ff7f00
class	Demospongiae	#ff7f00
class	Demospongiae	#ff7f00
class	Demospongiae	#ff7f00
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Hydrozoa	#e31a1c
class	Myxozoa	#e31a1c
class	Myxozoa	#e31a1c
class	Myxozoa	#e31a1c
class	Myxozoa	#e31a1c
class	Cubozoa	#e31a1c
class	Cubozoa	#e31a1c
class	Cubozoa	#e31a1c
class	Cubozoa	#e31a1c
class	Polypodiozoa	#e31a1c
class	Scyphozoa	#e31a1c
class	Scyphozoa	#e31a1c
class	Scyphozoa	#e31a1c
class	Scyphozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Staurozoa	#e31a1c
class	Tentaculata	#ff7f00
class	Tentaculata	#ff7f00
class	Choanoflagellata	#ff7f00
class	Choanoflagellata	#ff7f00
class	NA	#ff7f00
class	NA	#ff7f00
class	NA	#ff7f00
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
class	Anthozoa	#e31a1c
phylum	Porifera	#ff7f00
phylum	Porifera	#ff7f00
phylum	Porifera	#ff7f00
phylum	Porifera	#ff7f00
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Ctenophora	#ff7f00
phylum	Ctenophora	#ff7f00
phylum	NA	#ff7f00
phylum	NA	#ff7f00
phylum	Placozoa	#ff7f00
phylum	Placozoa	#ff7f00
phylum	Placozoa	#ff7f00
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
phylum	Cnidaria	#e31a1c
clade1	NA	#000000
clade1	NA	#000000
clade1	NA	#000000
clade1	NA	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	NA	#000000
clade1	NA	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
clade1	Eumetazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	NA	#000000
kingdom	NA	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
kingdom	Metazoa	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
clade	Opisthokonta	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
superkingdom	Eukaryota	#000000
