orthogroup_id	no_sequences	no_species	avg_seq_length	representative_seqid	representative_seqid_length	num_representative_hits	is_best_representative_seq	best_strata	best_strata_taxa	best_strata_total_species	best_strata_species_in_OG	best_strata_species_in_OG_proportion_total	non-strata_taxa_in_analysis	non-strata_taxa_expectedHDF_false	non-strata_taxa_expectedHDF_ambiguous	non-strata_taxa_expectedHDF_true	non-strata_taxa_expectedHDF_false_proportion	non-strata_taxa_expectedHDF_ambiguous_proportion	non-strata_taxa_expectedHDF_true_proportion	strata_nonOG_taxa_in_analysis	strata_nonOG_taxa_expectedHDF_false	strata_nonOG_taxa_expectedHDF_ambiguous	strata_nonOG_taxa_expectedHDF_true	strata_nonOG_taxa_expectedHDF_false_proportion	strata_nonOG_taxa_expectedHDF_ambiguous_proportion	strata_nonOG_taxa_expectedHDF_true_proportion	designation
OG0005704	147	106	460.73	Xestospongia_testudinaria_RSSAv1___maker-XT_scaffold5531-augustus-gene-0.7-mRNA-1	730	146	yes	kingdom	Metazoa	127	106	83.4600	2	2	0	0	100	0	0	12	10	2	0	83.3333	16.6667	0	Light-Shared
OG0005804	146	112	215.28	Discosoma_sp_MSMEv1___evm.model.scaffold_16.10	757	145	yes	clade	Opisthokonta	129	112	86.8200	0	0	0	0	NA	NA	NA	8	7	1	0	87.5	12.5	0	Light-Shared
OG0005904	144	103	482.75	Corallium_rubrum_MRFRv1___Contig_22502.p1	628	137	yes	phylum	Cnidaria	118	103	87.2800	11	11	0	0	100	0	0	6	6	0	0	100	0	0	Light-Shared
OG0006004	143	116	241.64	Hydra_vulgaris_MIJPv3___XP_047126579.1	263	143	yes	clade	Opisthokonta	129	116	89.9200	0	0	0	0	NA	NA	NA	4	4	0	0	100	0	0	Light-Shared
OG0006104	141	102	323.76	Morbakka_virulenta_ODJPv1___scaffold919.g1.t1	274	139	yes	clade	Opisthokonta	129	102	79.0600	0	0	0	0	NA	NA	NA	18	18	0	0	100	0	0	Light-Shared
OG0006204	140	112	354.99	Porites_rus_NAIDv1___12138_t	515	139	yes	clade	Opisthokonta	129	112	86.8200	0	0	0	0	NA	NA	NA	8	8	0	0	100	0	0	Light-Shared
OG0006304	138	100	719.99	Podocoryna_carnea_NANAv1___GBEH01097130.1.p1	643	130	yes	clade	Opisthokonta	129	100	77.5100	0	0	0	0	NA	NA	NA	20	18	2	0	90	10	0	Light-Shared
OG0006404	137	109	182.67	Salpingoeca_rosetta_HIUSv1___XP_004996502.1	192	137	yes	clade	Opisthokonta	129	109	84.4900	0	0	0	0	NA	NA	NA	11	11	0	0	100	0	0	Light-Shared
OG0006504	135	108	301.99	Corallium_rubrum_MRFRv1___Contig_42750.p1	344	135	yes	clade	Opisthokonta	129	108	83.7200	0	0	0	0	NA	NA	NA	12	12	0	0	100	0	0	Light-Shared
OG0006604	134	100	232.84	Millepora_squarrosa_PRUSv1___GFGU01048243.1.p1	226	133	yes	clade	Opisthokonta	129	100	77.5100	0	0	0	0	NA	NA	NA	20	20	0	0	100	0	0	Light-Shared
OG0006704	132	99	361.04	Trichoplax_sp_H2_CRPAv1___RDD38128.1	455	120	yes	clade	Opisthokonta	129	99	76.7400	0	0	0	0	NA	NA	NA	21	19	2	0	90.4762	9.52381	0	Light-Shared
OG0006804	131	93	331.70	Pocillopora_cf_effusa_NAPFv3___00022880	669	131	yes	phylum	Cnidaria	118	93	78.8100	11	11	0	0	100	0	0	16	16	0	0	100	0	0	Light-Shared
OG0006904	129	105	273.54	Actinia_equina_RHUKv1___evm.utg3174.47	321	129	yes	clade	Opisthokonta	129	105	81.3900	0	0	0	0	NA	NA	NA	15	15	0	0	100	0	0	Light-Shared
OG0007004	127	108	274.44	Tripedalia_cystophora_Conant1897_1897v1___GGWE01011305.1.p1	333	125	yes	clade	Opisthokonta	129	108	83.7200	0	0	0	0	NA	NA	NA	12	10	1	1	83.3333	8.33333	8.33333	Light-Shared
OG0007104	126	102	203.75	Porites_australiensis_SLJPv1___s0301.g9.t1	324	125	yes	clade	Opisthokonta	129	102	79.0600	0	0	0	0	NA	NA	NA	18	18	0	0	100	0	0	Light-Shared
OG0007204	124	100	100.35	Salpingoeca_rosetta_HIUSv1___XP_004997226.1	91	124	yes	clade	Opisthokonta	129	100	77.5100	0	0	0	0	NA	NA	NA	20	20	0	0	100	0	0	Light-Shared
OG0007304	123	94	262.55	Clytia_hemispaerica_NANAv1___TCONS_00050789	327	123	yes	clade	Opisthokonta	129	94	72.8600	0	0	0	0	NA	NA	NA	26	26	0	0	100	0	0	Light-Shared
OG0007404	121	95	346.33	Trichoplax_sp_H2_CRPAv1___RDD43323.1	388	121	yes	kingdom	Metazoa	127	95	74.8000	2	2	0	0	100	0	0	23	23	0	0	100	0	0	Light-Shared
OG0007504	119	12	559.11	Xenia_sp_CTEAv1___Xe_004142-T1	1876	118	yes	clade	Opisthokonta	129	12	9.3000	0	0	0	0	NA	NA	NA	108	0	28	80	0	25.9259	74.0741	Light-Shared
OG0007604	116	99	361.15	Calvadosia_cruxmelitensis_NANAv1___HAHC01016690.1.p1	419	114	yes	clade	Opisthokonta	129	99	76.7400	0	0	0	0	NA	NA	NA	21	21	0	0	100	0	0	Light-Shared
OG0007804	112	89	112.67	Favia_sp_REEFv1___15451	115	112	yes	clade	Opisthokonta	129	89	68.9900	0	0	0	0	NA	NA	NA	31	27	4	0	87.0968	12.9032	0	Light-Shared
OG0007904	110	75	662.05	Montipora_efflorescens_SLJPv2___sc0000142.g0053.t1	1084	108	yes	kingdom	Metazoa	127	75	59.0500	2	2	0	0	100	0	0	43	43	0	0	100	0	0	Light-Shared
OG0008004	107	97	219.56	Palythoa_variabilis_PCBRv1___GCVI01059155.1.p1	254	106	yes	kingdom	Metazoa	127	97	76.3700	2	0	2	0	0	100	0	21	8	13	0	38.0952	61.9048	0	Light-Shared
OG0008104	105	62	984.70	Porites_rus_NAIDv1___25766_t	1885	104	yes	subclass	Hexacorallia	73	62	84.9300	50	46	4	0	92	8	0	8	8	0	0	100	0	0	Light-Restricted
OG0008304	101	79	264.34	Porites_lutea_OIAUv1.1___m8.3172.m1	413	96	yes	phylum	Cnidaria	118	79	66.9400	11	11	0	0	100	0	0	30	30	0	0	100	0	0	Light-Shared
OG0008504	96	77	355.15	Porites_compressa_KBHIv1___TS.g8535.t1	420	96	yes	clade1	Eumetazoa	123	77	62.6000	6	6	0	0	100	0	0	37	35	2	0	94.5946	5.40541	0	Light-Shared
OG0008604	94	57	230.71	Porites_rus_NAIDv1___15426_t	609	69	yes	phylum	Cnidaria	118	57	48.3000	11	0	0	11	0	0	100	52	16	3	33	30.7692	5.76923	63.4615	Light-Shared
OG0008804	89	79	226.60	Scolanthus_callimorphus_CRFRv1___25613.1	228	89	yes	phylum	Cnidaria	118	79	66.9400	11	11	0	0	100	0	0	30	28	2	0	93.3333	6.66667	0	Light-Shared
OG0008904	87	73	314.68	Stylissa_carteri_RSSAv1___maker-SC_scaffold44070-snap-gene-0.1-mRNA-1	65	87	yes	kingdom	Metazoa	127	73	57.4800	2	0	2	0	0	100	0	45	0	42	3	0	93.3333	6.66667	Light-Shared
OG0009004	85	26	398.44	Polypodium_hydriforme_OKUSv1___GBGH01003457.1.p1	641	84	yes	phylum	Cnidaria	118	26	22.0300	11	11	0	0	100	0	0	83	83	0	0	100	0	0	Light-Shared
OG0009104	83	9	343.19	Paramuricea_clavata_CTESv1___052146P1	713	49	yes	clade1	Eumetazoa	123	9	7.3100	6	1	5	0	16.6667	83.3333	0	105	103	2	0	98.0952	1.90476	0	Light-Shared
OG0009204	80	69	695.67	Discosoma_sp_MSMEv1___evm.model.scaffold_36.7	958	73	yes	kingdom	Metazoa	127	69	54.3300	2	0	2	0	0	100	0	49	38	9	2	77.551	18.3673	4.08163	Light-Shared
OG0009404	76	60	172.36	Montipora_aequituberculata_NANAv1___comp39537_c0_seq1	148	69	yes	kingdom	Metazoa	127	60	47.2400	2	0	2	0	0	100	0	58	52	6	0	89.6552	10.3448	0	Light-Shared
OG0009504	74	25	385.55	Millepora_complanata_PRUSv1___GFGT01147266.1.p1	684	74	yes	clade	Opisthokonta	129	25	19.3700	0	0	0	0	NA	NA	NA	95	0	95	0	0	100	0	Light-Shared
OG0009604	72	30	282.43	Monosiga_brevicollis_CCBMv1___XP_001746008.1	785	72	yes	clade	Opisthokonta	129	30	23.2500	0	0	0	0	NA	NA	NA	90	10	75	5	11.1111	83.3333	5.55556	Light-Shared
OG0009704	70	60	381.21	Nematostella_vectensis_RRUSv1___NVEC200_011443_1.1	568	70	yes	kingdom	Metazoa	127	60	47.2400	2	0	0	2	0	0	100	58	13	13	32	22.4138	22.4138	55.1724	Light-Restricted
OG0009804	68	41	339.01	Ricordea_yuma_NAAUv1___GELN01023184.1.p1	316	67	yes	subclass	Hexacorallia	73	41	56.1600	50	0	0	50	0	0	100	29	23	2	4	79.3103	6.89655	13.7931	Light-Shared
OG0009904	66	47	332.79	Fungia_spp_REEFv1___m4.1413.m1	1077	66	yes	subclass	Hexacorallia	73	47	64.3800	50	1	49	0	2	98	0	23	23	0	0	100	0	0	Light-Shared
OG0010004	65	40	310.14	Actinia_equina_RHUKv1___evm.utg7.62	632	60	yes	clade	Opisthokonta	129	40	31.0000	0	0	0	0	NA	NA	NA	80	77	3	0	96.25	3.75	0	Light-Shared
OG0010104	63	59	188.94	Scolanthus_callimorphus_CRFRv1___13880.1	170	63	yes	subclass	Hexacorallia	73	59	80.8200	50	1	9	40	2	18	80	11	6	5	0	54.5455	45.4545	0	Dark-Restricted
OG0010204	62	19	164.97	Porites_astreoides_BBBMv1___62555-RA	327	60	yes	order	Scleractinia	61	19	31.1400	61	6	55	0	9.83607	90.1639	0	40	40	0	0	100	0	0	Light-Shared
OG0010304	60	56	264.50	Renilla_muelleri_FLUSv1___g12240.t1	125	60	yes	phylum	Cnidaria	118	56	47.4500	11	0	11	0	0	100	0	53	31	22	0	58.4906	41.5094	0	Dark-Shared
OG0010404	58	57	318.98	Porites_lobata_REEFv1___11718	364	58	yes	subclass	Hexacorallia	73	57	78.0800	50	1	19	30	2	38	60	13	13	0	0	100	0	0	Light-Restricted
OG0010504	57	11	292.81	Stylissa_carteri_RSSAv1___maker-SC_scaffold146302-exonerate_protein2genome-gene-0.8-mRNA-1	192	40	yes	kingdom	Metazoa	127	11	8.6600	2	0	2	0	0	100	0	107	48	59	0	44.8598	55.1402	0	Light-Shared
OG0010804	53	19	342.53	Xestospongia_testudinaria_RSSAv1___maker-XT_scaffold168839-BLASTX-gene-0.158-mRNA-1	227	50	yes	clade	Opisthokonta	129	19	14.7200	0	0	0	0	NA	NA	NA	101	0	101	0	0	100	0	Light-Shared
OG0011004	50	46	644.36	Pachyseris_speciosa_OIAUv0.12___0.1.m1.16475.m1	853	42	yes	order	Scleractinia	61	46	75.4000	61	6	4	51	9.83607	6.55738	83.6066	13	13	0	0	100	0	0	Dark-Restricted
OG0011204	48	39	234.54	Pocillopora_meandrina_KBHIv1___RNAseq.g17253.t1b	285	48	yes	subclass	Hexacorallia	73	39	53.4200	50	1	29	20	2	58	40	31	31	0	0	100	0	0	Light-Shared
OG0011504	45	12	262.80	Hydra_vulgaris_MIJPv3___XP_047122465.1	165	38	yes	kingdom	Metazoa	127	12	9.4400	2	0	2	0	0	100	0	106	11	95	0	10.3774	89.6226	0	Light-Shared
OG0011904	41	4	172.12	Xenia_sp_CTEAv1___Xe_027991-T1	137	28	yes	order	Alcyonacea	7	4	57.1400	113	0	1	112	0	0.884956	99.115	3	3	0	0	100	0	0	Light-Shared
OG0012104	39	33	241.26	Galaxea_fascicularis_REEFv1___m1.23376.m1	278	36	yes	subclass	Hexacorallia	73	33	45.2000	50	0	1	49	0	2	98	37	32	5	0	86.4865	13.5135	0	Dark-Restricted
OG0012304	37	35	866.57	Acropora_microphthalma_SLJPv1___s0008.g95.t1	1163	37	yes	subclass	Hexacorallia	73	35	47.9400	50	0	1	49	0	2	98	35	30	5	0	85.7143	14.2857	0	Dark-Restricted
OG0012404	36	32	101.06	Pseudodiploria_strigosa_REEFv1___31307	107	21	yes	subclass	Hexacorallia	73	32	43.8300	50	0	1	49	0	2	98	38	30	8	0	78.9474	21.0526	0	Dark-Restricted
OG0013004	32	31	139.09	Rhodactis_indosinensis_NATWv1___GELO01049636.1.p1	128	32	yes	subclass	Hexacorallia	73	31	42.4600	50	1	38	11	2	76	22	39	39	0	0	100	0	0	Light-Shared
OG0014604	25	4	215.36	Pocillopora_verrucosa_RSSAv1___g22441.t1	82	25	yes	subfamily	NA	127	4	3.1400	2	0	2	0	0	100	0	114	7	60	47	6.14035	52.6316	41.2281	Light-Shared
OG0014704	24	12	196.00	Stylophora_pistillata_GAJOv1___21155	384	13	yes	class	Anthozoa	82	12	14.6300	42	0	0	42	0	0	100	66	49	11	6	74.2424	16.6667	9.09091	Light-Shared
OG0015904	21	2	216.67	Hydra_vulgaris_MIJPv3___XP_047133153.1	422	21	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Shared
OG0016004	20	15	406.30	Pocillopora_verrucosa_RSSAv1___g18345.t1	1075	19	yes	order	Scleractinia	61	15	24.5900	61	0	2	59	0	3.27869	96.7213	44	2	18	24	4.54545	40.9091	54.5455	Light-Shared
OG0016504	19	16	313.32	Porites_rus_NAIDv1___8799_t	182	17	yes	subclass	Hexacorallia	73	16	21.9100	50	0	0	50	0	0	100	54	10	42	2	18.5185	77.7778	3.7037	Light-Shared
OG0016704	19	13	614.68	Turritopsis_sp_SK-2016_TBJPv1___IAAF01065489.1.p3	180	19	yes	subclass	Hydroidolina	16	13	81.2500	104	0	6	98	0	5.76923	94.2308	3	3	0	0	100	0	0	Light-Restricted
OG0017204	18	15	165.78	Turritopsis_sp_SK-2016_TBJPv1___IAAF01036380.1.p1	165	18	yes	subclass	Hydroidolina	16	15	93.7500	104	31	69	4	29.8077	66.3462	3.84615	1	1	0	0	100	0	0	Light-Shared
OG0017704	17	15	301.41	Pocillopora_damicornis_SIPAv1___00003214-RA	553	17	yes	phylum	Cnidaria	118	15	12.7100	11	0	11	0	0	100	0	94	55	39	0	58.5106	41.4894	0	Light-Shared
OG0017904	17	14	260.59	Podocoryna_carnea_NANAv1___GBEH01165164.1.p1	281	17	yes	subclass	Hydroidolina	16	14	87.5000	104	7	92	5	6.73077	88.4615	4.80769	2	2	0	0	100	0	0	Dark-Restricted
OG0018304	17	4	805.82	Xestospongia_testudinaria_RSSAv1___augustus_masked-XT_scaffold5082-processed-gene-0.69-mRNA-1	1062	17	yes	kingdom	Metazoa	127	4	3.1400	2	0	2	0	0	100	0	114	4	110	0	3.50877	96.4912	0	Light-Shared
OG0019004	16	1	195.44	Hydra_vulgaris_MIJPv3___XP_047123071.1	393	16	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0020104	15	1	163.60	Xenia_sp_CTEAv1___Xe_026564-T1	240	11	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0021704	13	4	235.15	Hydra_vulgaris_MIJPv3___XP_047142259.1	661	13	yes	subclass	Hydroidolina	16	4	25.0000	104	0	104	0	0	100	0	12	0	12	0	0	100	0	Light-Shared
OG0022804	13	1	177.92	Xenia_sp_CTEAv1___Xe_025650-T1	115	13	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0025404	11	8	867.27	Podocoryna_carnea_NANAv1___GBEH01047517.1.p1	1042	9	yes	phylum	Cnidaria	118	8	6.7700	11	0	3	8	0	27.2727	72.7273	101	24	47	30	23.7624	46.5347	29.703	Light-Shared
OG0027504	11	8	159.27	Pocillopora_cf_effusa_NAPFv3___00018447	246	11	yes	order	Scleractinia	61	8	13.1100	61	0	61	0	0	100	0	51	4	47	0	7.84314	92.1569	0	Light-Restricted
OG0028304	10	6	570.70	Corallium_rubrum_MRFRv1___Contig_31911.p1	1186	8	yes	subclass	Octocorallia	9	6	66.6600	112	0	0	112	0	0	100	2	2	0	0	100	0	0	Light-Restricted
OG0031204	10	5	137.60	Pocillopora_verrucosa_RSSAv1___g21190.t1	201	10	yes	suborder	Astrocoeniina	37	5	13.5100	83	0	83	0	0	100	0	32	5	27	0	15.625	84.375	0	Light-Shared
OG0031504	9	9	371.33	Stylophora_pistillata_GAJOv1___24858	195	9	yes	subclass	Hexacorallia	73	9	12.3200	50	0	1	49	0	2	98	61	41	20	0	67.2131	32.7869	0	Light-Shared
OG0032404	9	5	263.44	Seriatopora_hystrix_REEFv1___88852	123	4	yes	subclass	Hexacorallia	73	5	6.8400	50	1	6	43	2	12	86	65	65	0	0	100	0	0	Light-Restricted
OG0044604	7	6	162.00	Xenia_sp_CTEAv1___Xe_020892-T1	141	7	yes	subclass	Octocorallia	9	6	66.6600	112	107	5	0	95.5357	4.46429	0	2	2	0	0	100	0	0	Light-Shared
OG0049504	7	3	352.43	Hydra_vulgaris_MIJPv3___XP_047127810.1	668	7	yes	genus	Hydra	3	3	100.0000	117	0	0	117	0	0	100	0	0	0	0	NA	NA	NA	Light-Shared
OG0052504	6	4	1139.67	Hydra_viridissima_99AUv1___scaffold143.g22.t1	1429	5	yes	phylum	Cnidaria	118	4	3.3800	11	0	0	11	0	0	100	105	0	0	105	0	0	100	Dark-Restricted
OG0055604	6	2	212.00	Hydra_vulgaris_MIJPv3___XP_012554637.2	209	6	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0057604	6	5	265.00	Stylophora_pistillata_GAJOv1___13900	78	6	yes	subfamily	NA	127	5	3.9300	2	0	0	2	0	0	100	113	2	3	108	1.76991	2.65487	95.5752	Light-Shared
OG0058204	6	1	134.83	Xenia_sp_CTEAv1___Xe_022676-T1	116	6	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0058604	5	4	158.00	Scolanthus_callimorphus_CRFRv1___29868.1	155	5	yes	suborder	NA	37	4	10.8100	86	1	84	1	1.16279	97.6744	1.16279	30	1	21	8	3.33333	70	26.6667	Light-Restricted
OG0058704	5	5	134.60	Actinia_equina_RHUKv1___evm.utg7652.16	142	2	no	suborder	NA	37	5	13.5100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0062204	5	5	380.80	Xenia_sp_CTEAv1___Xe_020312-T1	462	5	yes	order	Alcyonacea	7	5	71.4200	113	0	1	112	0	0.884956	99.115	2	2	0	0	100	0	0	Light-Restricted
OG0062504	5	2	322.20	Hydra_vulgaris_MIJPv3___XP_012564001.1	351	5	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0067004	4	3	111.75	Xenia_sp_CTEAv1___Xe_026165-T1	69	4	yes	phylum	Cnidaria	118	3	2.5400	11	0	11	0	0	100	0	106	11	95	0	10.3774	89.6226	0	Light-Shared
OG0071404	4	2	392.50	Hydra_oligactis_GNCHv1___GHUC01009338.1.p1	184	4	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0075804	4	2	144.50	Xenia_sp_CTEAv1___Xe_026964-T1	143	4	yes	order	Alcyonacea	7	2	28.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0085904	3	3	1021.33	Hydra_oligactis_GNCHv1___GHUC01001449.1.p1	998	3	yes	genus	Hydra	3	3	100.0000	117	100	17	0	85.4701	14.5299	0	0	0	0	0	NA	NA	NA	Light-Restricted
OG0086004	3	3	321.33	Hydra_oligactis_GNCHv1___GHUC01011337.1.p1	306	3	yes	genus	Hydra	3	3	100.0000	117	0	11	106	0	9.40171	90.5983	0	0	0	0	NA	NA	NA	Dark-Restricted
OG0086204	3	2	144.33	Hydra_viridissima_99AUv1___scaffold184.g12.t1	151	3	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0091204	3	2	331.67	Scolanthus_callimorphus_CRFRv1___25552.1	266	3	yes	subfamily	NA	127	2	1.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0091704	3	3	182.33	Paramuricea_clavata_CTESv1___024687P1	206	2	yes	order	Alcyonacea	7	3	42.8500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0092704	3	3	125.00	Porites_lobata_NAPFv3___00038084	115	3	yes	order	Scleractinia	61	3	4.9100	61	15	46	0	24.5902	75.4098	0	56	56	0	0	100	0	0	Dark-Restricted
OG0095704	3	1	95.00	Xenia_sp_CTEAv1___Xe_026877-T1	123	3	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0109704	2	2	602.50	Gorgonia_ventalina_LRPRv1___GV_59020.p1	262	1	no	order	Alcyonacea	7	2	28.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0113004	2	1	175.00	Hydra_vulgaris_MIJPv3___XP_047139065.1	171	2	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0125904	2	2	91.50	Stylophora_pistillata_GAJOv1___6177	71	2	yes	subfamily	NA	127	2	1.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0137104	2	1	77.00	Xenia_sp_CTEAv1___Xe_007644-T1	77	2	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0137204	2	1	131.00	Xenia_sp_CTEAv1___Xe_028668-T1	144	2	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0224204	1	1	536.00	Hydra_vulgaris_MIJPv3___XP_047124136.1	536	1	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0224304	1	1	127.00	Hydra_vulgaris_MIJPv3___XP_047136265.1	127	1	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Shared
OG0224404	1	1	262.00	Hydra_vulgaris_MIJPv3___XP_047144729.1	262	1	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0258704	1	1	100.00	Nematostella_vectensis_RRUSv1___NVEC200_011162_1.1	100	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0258804	1	1	102.00	Nematostella_vectensis_RRUSv1___NVEC200_002175_1.1	102	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0258904	1	1	170.00	Nematostella_vectensis_RRUSv1___NVEC200_005894_1.1	170	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0259004	1	1	129.00	Nematostella_vectensis_RRUSv1___NVEC200_004048_1.1	129	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0304404	1	1	138.00	Stylophora_pistillata_GAJOv1___97	138	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0304504	1	1	218.00	Stylophora_pistillata_GAJOv1___10434	218	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0304604	1	1	116.00	Stylophora_pistillata_GAJOv1___19723	116	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0304704	1	1	274.00	Stylophora_pistillata_GAJOv1___25160	274	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Shared
OG0318504	1	1	497.00	Xenia_sp_CTEAv1___Xe_001339-T1	497	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318604	1	1	83.00	Xenia_sp_CTEAv1___Xe_003183-T1	83	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0318704	1	1	107.00	Xenia_sp_CTEAv1___Xe_005711-T1	107	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318804	1	1	88.00	Xenia_sp_CTEAv1___Xe_007671-T1	88	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318904	1	1	106.00	Xenia_sp_CTEAv1___Xe_008977-T1	106	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319004	1	1	155.00	Xenia_sp_CTEAv1___Xe_011166-T1	155	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319104	1	1	132.00	Xenia_sp_CTEAv1___Xe_013460-T1	132	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319204	1	1	140.00	Xenia_sp_CTEAv1___Xe_015895-T1	140	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319304	1	1	83.00	Xenia_sp_CTEAv1___Xe_017760-T1	83	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319404	1	1	139.00	Xenia_sp_CTEAv1___Xe_019508-T1	139	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319504	1	1	182.00	Xenia_sp_CTEAv1___Xe_021590-T1	182	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319604	1	1	220.00	Xenia_sp_CTEAv1___Xe_023927-T1	220	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
