orthogroup_id	no_sequences	no_species	avg_seq_length	representative_seqid	representative_seqid_length	num_representative_hits	is_best_representative_seq	best_strata	best_strata_taxa	best_strata_total_species	best_strata_species_in_OG	best_strata_species_in_OG_proportion_total	non.strata_taxa_in_analysis	non.strata_taxa_expectedHDF_false	non.strata_taxa_expectedHDF_ambiguous	non.strata_taxa_expectedHDF_true	non.strata_taxa_expectedHDF_false_proportion	non.strata_taxa_expectedHDF_ambiguous_proportion	non.strata_taxa_expectedHDF_true_proportion	strata_nonOG_taxa_in_analysis	strata_nonOG_taxa_expectedHDF_false	strata_nonOG_taxa_expectedHDF_ambiguous	strata_nonOG_taxa_expectedHDF_true	strata_nonOG_taxa_expectedHDF_false_proportion	strata_nonOG_taxa_expectedHDF_ambiguous_proportion	strata_nonOG_taxa_expectedHDF_true_proportion	designation
OG0015546	22	4	217.41	Montipora_cactus_SLJPv2___sc0000485.g0007.t1	132	13	yes	order	Scleractinia	59	4	6.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0015596	21	21	81.86	Acropora_selago_SLJPv1___s0094.g44.t1	76	21	yes	order	Scleractinia	59	21	35.59	61	0	2	59	0	3.27869	96.7213	38	2	22	14	5.26316	57.8947	36.8421	Dark-Restricted
OG0015608	21	11	117	Pocillopora_damicornis_SIPAv1___00017414-RA	71	21	yes	order	Scleractinia	59	11	18.64	61	0	45	16	0	73.7705	26.2295	48	8	40	0	16.6667	83.3333	0	Dark-Restricted
OG0015794	21	19	574	Pocillopora_verrucosa_RSSAv1___g6062.t1	594	21	yes	order	Scleractinia	59	19	32.2	61	10	3	48	16.3934	4.91803	78.6885	40	40	0	0	100	0	0	Dark-Restricted
OG0015925	21	7	319.14	Porites_rus_NAIDv1___15384_t	961	21	yes	order	Scleractinia	59	7	11.86	61	6	55	0	9.83607	90.1639	0	52	52	0	0	100	0	0	Dark-Restricted
OG0015966	20	18	132	Pocillopora_meandrina_KBHIv1___RNAseq.g1978.t1	78	20	yes	order	Scleractinia	59	18	30.5	61	2	4	55	3.27869	6.55738	90.1639	41	17	24	0	41.4634	58.5366	0	Dark-Restricted
OG0015969	20	14	90.5	Montipora_capitata_KBHIv3___RNAseq.g39735.t1	219	20	yes	order	Scleractinia	59	14	23.72	61	0	12	49	0	19.6721	80.3279	45	3	42	0	6.66667	93.3333	0	Dark-Restricted
OG0015977	20	19	88.85	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript22033_f2p0_742_m.694	82	20	yes	order	Scleractinia	59	19	32.2	61	1	5	55	1.63934	8.19672	90.1639	40	15	25	0	37.5	62.5	0	Dark-Restricted
OG0015979	20	20	89.25	Montipora_efflorescens_SLJPv2___sc0000324.g0032.t1	88	20	yes	order	Scleractinia	59	20	33.89	61	24	35	2	39.3443	57.377	3.27869	39	39	0	0	100	0	0	Dark-Restricted
OG0015980	20	15	144.4	Montastrea_cavernosa_FGUSv2___19075-RA	166	20	yes	order	Scleractinia	59	15	25.42	61	0	8	53	0	13.1148	86.8852	44	8	36	0	18.1818	81.8182	0	Dark-Restricted
OG0015984	20	20	95.3	Porites_compressa_KBHIv1___TS.g30287.t1	91	20	yes	order	Scleractinia	59	20	33.89	61	0	5	56	0	8.19672	91.8033	39	11	27	1	28.2051	69.2308	2.5641	Dark-Restricted
OG0015991	20	10	102.05	Acropora_tenuis_SLJPv1___s0255.g10.t1	148	19	yes	order	Scleractinia	59	10	16.94	61	0	0	61	0	0	100	49	5	4	40	10.2041	8.16327	81.6327	Dark-Restricted
OG0016003	20	19	284.9	Platygyra_sinensis_SDTHv1___evm.model.contig_51570.9	301	20	yes	order	Scleractinia	59	19	32.2	61	5	7	49	8.19672	11.4754	80.3279	40	39	1	0	97.5	2.5	0	Dark-Restricted
OG0016100	20	19	184.8	Platygyra_sinensis_SDTHv1___evm.model.contig_22758.2	192	18	yes	order	Scleractinia	59	19	32.2	61	0	12	49	0	19.6721	80.3279	40	3	37	0	7.5	92.5	0	Dark-Restricted
OG0016182	20	20	199.15	Pocillopora_verrucosa_RSSAv1___g25665.t1	175	20	yes	order	Scleractinia	59	20	33.89	61	1	5	55	1.63934	8.19672	90.1639	39	4	35	0	10.2564	89.7436	0	Dark-Restricted
OG0016211	20	13	295.75	Stylophora_pistillata_GAJOv1___15589.t1	620	16	yes	order	Scleractinia	59	13	22.03	61	0	12	49	0	19.6721	80.3279	46	4	42	0	8.69565	91.3043	0	Dark-Restricted
OG0016359	20	12	148.3	Platygyra_sinensis_SDTHv1___evm.model.contig_17391.6	153	20	yes	order	Scleractinia	59	12	20.33	61	0	2	59	0	3.27869	96.7213	47	9	12	26	19.1489	25.5319	55.3191	Dark-Restricted
OG0016361	20	7	115.8	Madracis_auretenra_REEFv1___51912	104	12	yes	order	Scleractinia	59	7	11.86	61	2	4	55	3.27869	6.55738	90.1639	52	31	21	0	59.6154	40.3846	0	Dark-Restricted
OG0016434	19	18	297.32	Goniastrea_aspera_REEFv1___m1b.4144.m1	306	19	yes	order	Scleractinia	59	18	30.5	61	61	0	0	100	0	0	41	41	0	0	100	0	0	Dark-Restricted
OG0016438	19	19	136.05	Pachyseris_speciosa_OIAUv0.12___0.1.m1.56180.m1	139	19	yes	order	Scleractinia	59	19	32.2	61	2	4	55	3.27869	6.55738	90.1639	40	36	4	0	90	10	0	Dark-Restricted
OG0016450	19	19	74.21	Galaxea_fascicularis_REEFv1___m1.14366.m1	77	19	yes	order	Scleractinia	59	19	32.2	61	2	4	55	3.27869	6.55738	90.1639	40	25	15	0	62.5	37.5	0	Dark-Restricted
OG0016452	19	14	135.63	Acropora_hyacinthus_SLJPv1___s0274.g7.t1	77	15	yes	order	Scleractinia	59	14	23.72	61	0	0	61	0	0	100	45	2	4	39	4.44444	8.88889	86.6667	Dark-Restricted
OG0016457	19	19	93.32	Montipora_efflorescens_SLJPv2___sc0000058.g0041.t1	91	19	yes	order	Scleractinia	59	19	32.2	61	7	23	31	11.4754	37.7049	50.8197	40	40	0	0	100	0	0	Dark-Restricted
OG0016489	19	17	107.84	Pseudodiploria_strigosa_REEFv1___4408	110	18	yes	order	Scleractinia	59	17	28.81	61	18	41	2	29.5082	67.2131	3.27869	42	42	0	0	100	0	0	Dark-Restricted
OG0016565	19	19	107.47	Pocillopora_cf_effusa_NAPFv3___00028967	141	16	yes	order	Scleractinia	59	19	32.2	61	0	2	59	0	3.27869	96.7213	40	3	8	29	7.5	20	72.5	Dark-Restricted
OG0016572	19	12	184	Porites_rus_NAIDv1___30887_t	127	18	yes	order	Scleractinia	59	12	20.33	61	0	2	59	0	3.27869	96.7213	47	0	42	5	0	89.3617	10.6383	Dark-Restricted
OG0016577	19	10	100.95	Porites_rus_NAIDv1___15023_t	117	17	yes	order	Scleractinia	59	10	16.94	61	0	41	20	0	67.2131	32.7869	49	2	47	0	4.08163	95.9184	0	Dark-Restricted
OG0016683	19	17	156.11	Pseudodiploria_strigosa_REEFv1___32783	205	19	yes	order	Scleractinia	59	17	28.81	61	3	43	15	4.91803	70.4918	24.5902	42	29	13	0	69.0476	30.9524	0	Dark-Restricted
OG0016900	19	10	129	Pocillopora_acuta_KBHIv2___RNAseq.g17545.t1	91	19	yes	order	Scleractinia	59	10	16.94	61	0	61	0	0	100	0	49	2	47	0	4.08163	95.9184	0	Dark-Restricted
OG0016977	18	18	135.67	Porites_australiensis_SLJPv1___s0014.g9.t1	112	18	yes	order	Scleractinia	59	18	30.5	61	2	4	55	3.27869	6.55738	90.1639	41	21	20	0	51.2195	48.7805	0	Dark-Restricted
OG0016980	18	16	100.28	Fungia_scutaria_REEFv1___73152	105	18	yes	order	Scleractinia	59	16	27.11	61	5	7	49	8.19672	11.4754	80.3279	43	41	2	0	95.3488	4.65116	0	Dark-Restricted
OG0016983	18	18	88.17	Acropora_selago_SLJPv1___s0001.g1.t1	83	17	yes	order	Scleractinia	59	18	30.5	61	1	5	55	1.63934	8.19672	90.1639	41	19	22	0	46.3415	53.6585	0	Dark-Restricted
OG0016998	18	16	67.33	Porites_lobata_NAPFv3___00018398	68	18	yes	order	Scleractinia	59	16	27.11	61	6	18	37	9.83607	29.5082	60.6557	43	43	0	0	100	0	0	Dark-Restricted
OG0017112	18	8	618.67	Porites_lobata_NAPFv3___00020864	809	18	yes	order	Scleractinia	59	8	13.55	61	12	37	12	19.6721	60.6557	19.6721	51	51	0	0	100	0	0	Dark-Restricted
OG0017117	18	9	229.94	Porites_compressa_KBHIv1___TS.g36916.t1	454	18	yes	order	Scleractinia	59	9	15.25	61	0	61	0	0	100	0	50	0	50	0	0	100	0	Dark-Restricted
OG0017119	18	16	111.06	Stylophora_pistillata_GAJOv1___17351	113	16	yes	order	Scleractinia	59	16	27.11	61	6	7	48	9.83607	11.4754	78.6885	43	43	0	0	100	0	0	Dark-Restricted
OG0017227	18	18	174.11	Seriatopora_hystrix_REEFv1___90620	222	11	yes	order	Scleractinia	59	18	30.5	61	1	4	56	1.63934	6.55738	91.8033	41	6	34	1	14.6341	82.9268	2.43902	Dark-Restricted
OG0017228	18	6	151.11	Platygyra_sinensis_SDTHv1___evm.model.contig_34197.2	292	17	yes	order	Scleractinia	59	6	10.16	61	0	6	55	0	9.83607	90.1639	53	3	49	1	5.66038	92.4528	1.88679	Dark-Restricted
OG0017274	18	17	355.06	Stylophora_pistillata_GAJOv1___5626	380	18	yes	order	Scleractinia	59	17	28.81	61	12	34	15	19.6721	55.7377	24.5902	42	42	0	0	100	0	0	Dark-Restricted
OG0017574	17	17	89.71	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript26103_f7p0_418_m.968	67	16	yes	order	Scleractinia	59	17	28.81	61	1	5	55	1.63934	8.19672	90.1639	42	20	22	0	47.619	52.381	0	Dark-Restricted
OG0017590	17	17	87.65	Acropora_selago_SLJPv1___s0388.g3.t1	88	15	yes	order	Scleractinia	59	17	28.81	61	0	6	55	0	9.83607	90.1639	42	3	39	0	7.14286	92.8571	0	Dark-Restricted
OG0017597	17	10	103.06	Acropora_millepora_JSIDv2.1___XP_044171444.1	119	11	yes	order	Scleractinia	59	10	16.94	61	0	0	61	0	0	100	49	7	1	41	14.2857	2.04082	83.6735	Dark-Restricted
OG0017644	17	17	99.29	Pseudodiploria_strigosa_REEFv1___6074	103	12	yes	order	Scleractinia	59	17	28.81	61	2	59	0	3.27869	96.7213	0	42	22	20	0	52.381	47.619	0	Dark-Restricted
OG0017762	17	8	308.12	Porites_australiensis_SLJPv1___s0711.g1.t1	349	16	yes	order	Scleractinia	59	8	13.55	61	0	61	0	0	100	0	51	1	50	0	1.96078	98.0392	0	Dark-Restricted
OG0017886	17	5	178.71	Platygyra_sinensis_SDTHv1___evm.model.contig_36973.1	225	17	yes	order	Scleractinia	59	5	8.47	61	0	29	32	0	47.541	52.459	54	8	46	0	14.8148	85.1852	0	Dark-Restricted
OG0017940	17	7	83.24	Stylophora_pistillata_GAJOv1___10038	88	17	yes	order	Scleractinia	59	7	11.86	61	0	0	61	0	0	100	52	4	3	45	7.69231	5.76923	86.5385	Dark-Restricted
OG0017943	17	3	154.41	Galaxea_fascicularis_REEFv1___m1.3082.m1	249	14	yes	order	Scleractinia	59	3	5.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0018269	17	6	214.29	Montipora_efflorescens_SLJPv2___sc0000287.g0013.t1	176	16	yes	order	Scleractinia	59	6	10.16	61	0	61	0	0	100	0	53	2	51	0	3.77358	96.2264	0	Dark-Restricted
OG0018336	16	16	73.94	Porites_compressa_KBHIv1___TS.g33979.t1	72	16	yes	order	Scleractinia	59	16	27.11	61	44	15	2	72.1311	24.5902	3.27869	43	43	0	0	100	0	0	Dark-Restricted
OG0018352	16	16	116	Montipora_efflorescens_SLJPv2___sc0000230.g0024.t1	121	14	yes	order	Scleractinia	59	16	27.11	61	12	47	2	19.6721	77.0492	3.27869	43	43	0	0	100	0	0	Dark-Restricted
OG0018361	16	16	97.88	Pachyseris_speciosa_OIAUv0.12___0.1.m1.51650.m1	129	16	yes	order	Scleractinia	59	16	27.11	61	1	4	56	1.63934	6.55738	91.8033	43	8	34	1	18.6047	79.0698	2.32558	Dark-Restricted
OG0018366	16	15	104.75	Platygyra_sinensis_SDTHv1___evm.model.contig_76275.7	165	16	yes	order	Scleractinia	59	15	25.42	61	2	4	55	3.27869	6.55738	90.1639	44	22	22	0	50	50	0	Dark-Restricted
OG0018367	16	16	95.38	Madracis_auretenra_REEFv1___60726	106	16	yes	order	Scleractinia	59	16	27.11	61	5	4	52	8.19672	6.55738	85.2459	43	41	2	0	95.3488	4.65116	0	Dark-Restricted
OG0018610	16	10	274.19	Stylophora_pistillata_GAJOv1___3020	355	15	yes	order	Scleractinia	59	10	16.94	61	1	5	55	1.63934	8.19672	90.1639	49	11	38	0	22.449	77.551	0	Dark-Restricted
OG0018613	16	12	204.31	Pocillopora_verrucosa_RSSAv1___g2422.t1	404	16	yes	order	Scleractinia	59	12	20.33	61	0	7	54	0	11.4754	88.5246	47	6	41	0	12.766	87.234	0	Dark-Restricted
OG0018614	16	16	174.62	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript5763_f3p0_2387_m.804	180	16	yes	order	Scleractinia	59	16	27.11	61	6	6	49	9.83607	9.83607	80.3279	43	43	0	0	100	0	0	Dark-Restricted
OG0018669	16	7	150.06	Stylophora_pistillata_GAJOv1___9078	296	16	yes	order	Scleractinia	59	7	11.86	61	0	0	61	0	0	100	52	5	1	46	9.61538	1.92308	88.4615	Dark-Restricted
OG0018672	16	10	97	Porites_lutea_OIAUv1.1___m8.22873.m1	63	13	yes	order	Scleractinia	59	10	16.94	61	43	18	0	70.4918	29.5082	0	49	49	0	0	100	0	0	Dark-Restricted
OG0018677	16	7	195.88	Montipora_capitata_KBHIv3___RNAseq.g7719.t2	268	14	yes	order	Scleractinia	59	7	11.86	61	1	60	0	1.63934	98.3607	0	52	29	23	0	55.7692	44.2308	0	Dark-Restricted
OG0019148	15	15	79.67	Montipora_cactus_SLJPv2___sc0000409.g0003.t1	70	15	yes	order	Scleractinia	59	15	25.42	61	1	5	55	1.63934	8.19672	90.1639	44	23	21	0	52.2727	47.7273	0	Dark-Restricted
OG0019150	15	14	75.8	Montipora_capitata_KBHIv3___TS.g16738.t2	117	14	yes	order	Scleractinia	59	14	23.72	61	0	6	55	0	9.83607	90.1639	45	4	41	0	8.88889	91.1111	0	Dark-Restricted
OG0019163	15	6	136.27	Montipora_capitata_KBHIv3___RNAseq.g28156.t1	211	15	yes	order	Scleractinia	59	6	10.16	61	1	60	0	1.63934	98.3607	0	53	29	24	0	54.717	45.283	0	Dark-Restricted
OG0019311	15	15	119.27	Porites_compressa_KBHIv1___RNAseq.g32641.t1	133	15	yes	order	Scleractinia	59	15	25.42	61	2	14	45	3.27869	22.9508	73.7705	44	41	3	0	93.1818	6.81818	0	Dark-Restricted
OG0019316	15	14	148.07	Pocillopora_acuta_KBHIv2___RNAseq.g4382.t1	124	15	yes	order	Scleractinia	59	14	23.72	61	5	7	49	8.19672	11.4754	80.3279	45	44	1	0	97.7778	2.22222	0	Dark-Restricted
OG0019317	15	15	152.93	Stylophora_pistillata_GAJOv1___8266	212	15	yes	order	Scleractinia	59	15	25.42	61	0	6	55	0	9.83607	90.1639	44	2	41	1	4.54545	93.1818	2.27273	Dark-Restricted
OG0019472	15	10	141.07	Ctenactis_echinata_NAJPv1___GDZV01025556.1.p1	136	15	yes	order	Scleractinia	59	10	16.94	61	2	4	55	3.27869	6.55738	90.1639	49	20	29	0	40.8163	59.1837	0	Dark-Restricted
OG0019545	15	15	147.6	Stylophora_pistillata_GAJOv1___14380.t1	146	15	yes	order	Scleractinia	59	15	25.42	61	0	2	59	0	3.27869	96.7213	44	1	11	32	2.27273	25	72.7273	Dark-Restricted
OG0019547	15	14	449.2	Pseudodiploria_strigosa_REEFv1___20381	519	15	yes	order	Scleractinia	59	14	23.72	61	1	11	49	1.63934	18.0328	80.3279	45	12	33	0	26.6667	73.3333	0	Dark-Restricted
OG0019555	15	8	112.67	Porites_astreoides_BBBMv1___64098-RA	97	15	yes	order	Scleractinia	59	8	13.55	61	0	1	60	0	1.63934	98.3607	51	0	14	37	0	27.451	72.549	Dark-Restricted
OG0019556	15	9	81.4	Pocillopora_meandrina_KBHIv1___RNAseq.g19199.t1	81	15	yes	order	Scleractinia	59	9	15.25	61	0	12	49	0	19.6721	80.3279	50	7	43	0	14	86	0	Dark-Restricted
OG0019973	15	11	251.6	Pocillopora_verrucosa_RSSAv1___g25949.t1	453	15	yes	order	Scleractinia	59	11	18.64	61	0	61	0	0	100	0	48	1	47	0	2.08333	97.9167	0	Dark-Restricted
OG0019974	15	14	544.27	Stylophora_pistillata_GAJOv1___19467	1082	15	yes	order	Scleractinia	59	14	23.72	61	1	11	49	1.63934	18.0328	80.3279	45	12	33	0	26.6667	73.3333	0	Dark-Restricted
OG0019975	15	13	178.93	Orbicella_faveolata_NAPAv1___XP_020614573.1	294	15	yes	order	Scleractinia	59	13	22.03	61	0	3	58	0	4.91803	95.082	46	7	33	6	15.2174	71.7391	13.0435	Dark-Restricted
OG0019976	15	12	679.27	Pocillopora_verrucosa_RSSAv1___g10882.t1	883	15	yes	order	Scleractinia	59	12	20.33	61	1	6	54	1.63934	9.83607	88.5246	47	16	31	0	34.0426	65.9574	0	Dark-Restricted
OG0020014	15	4	241.07	Montipora_capitata_WTHIv1.1___g26476.t1	381	15	yes	order	Scleractinia	59	4	6.77	61	0	0	61	0	0	100	55	2	7	46	3.63636	12.7273	83.6364	Dark-Restricted
OG0020015	15	3	140.33	Montipora_capitata_KBHIv3___TS.g41748.t1	232	15	yes	order	Scleractinia	59	3	5.08	61	6	55	0	9.83607	90.1639	0	56	56	0	0	100	0	0	Dark-Restricted
OG0020132	14	14	137.93	Platygyra_sinensis_SDTHv1___evm.model.contig_58957.5	199	14	yes	order	Scleractinia	59	14	23.72	61	3	5	53	4.91803	8.19672	86.8852	45	39	6	0	86.6667	13.3333	0	Dark-Restricted
OG0020136	14	14	137.5	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript10918_f5p0_1261_m.63	200	12	yes	order	Scleractinia	59	14	23.72	61	1	5	55	1.63934	8.19672	90.1639	45	24	21	0	53.3333	46.6667	0	Dark-Restricted
OG0020147	14	9	160	Acropora_gemmifera_SLJPv1___s0016.g47.t1	207	12	yes	order	Scleractinia	59	9	15.25	61	0	61	0	0	100	0	50	15	35	0	30	70	0	Dark-Restricted
OG0020187	14	14	81.86	Porites_compressa_KBHIv1___RNAseq.g16292.t1	98	14	yes	order	Scleractinia	59	14	23.72	61	1	5	55	1.63934	8.19672	90.1639	45	12	33	0	26.6667	73.3333	0	Dark-Restricted
OG0020189	14	6	382	Montipora_efflorescens_SLJPv2___sc0000738.g0001.t1	869	12	yes	order	Scleractinia	59	6	10.16	61	0	0	61	0	0	100	53	1	1	51	1.88679	1.88679	96.2264	Dark-Restricted
OG0020324	14	8	584	Porites_lobata_NAPFv3___00020862	866	14	yes	order	Scleractinia	59	8	13.55	61	6	55	0	9.83607	90.1639	0	51	51	0	0	100	0	0	Dark-Restricted
OG0020335	14	9	310.5	Pachyseris_speciosa_OIAUv0.12___0.1.m1.27805.m1	315	13	yes	order	Scleractinia	59	9	15.25	61	1	4	56	1.63934	6.55738	91.8033	50	5	44	1	10	88	2	Dark-Restricted
OG0020336	14	13	129.07	Astreopora_sp_REEFv1___19490	135	14	yes	order	Scleractinia	59	13	22.03	61	50	11	0	81.9672	18.0328	0	46	46	0	0	100	0	0	Dark-Restricted
OG0020536	14	9	229.71	Platygyra_carnosus_REEFv1___13690	313	14	yes	order	Scleractinia	59	9	15.25	61	3	53	5	4.91803	86.8852	8.19672	50	12	38	0	24	76	0	Dark-Restricted
OG0020586	14	8	165.21	Orbicella_faveolata_NAPAv1___XP_020632350.1	208	9	yes	order	Scleractinia	59	8	13.55	61	0	0	61	0	0	100	51	0	2	49	0	3.92157	96.0784	Dark-Restricted
OG0020594	14	11	293.29	Pocillopora_verrucosa_RSSAv1___g8535.t1	362	14	yes	order	Scleractinia	59	11	18.64	61	12	42	7	19.6721	68.8525	11.4754	48	48	0	0	100	0	0	Dark-Restricted
OG0020595	14	7	149.21	Fungia_spp_REEFv1___m4.7829.m1	153	14	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	1	51	0	1.92308	98.0769	0	Dark-Restricted
OG0020606	14	9	332.79	Porites_australiensis_SLJPv1___s0426.g20.t1	515	11	yes	order	Scleractinia	59	9	15.25	61	5	56	0	8.19672	91.8033	0	50	49	1	0	98	2	0	Dark-Restricted
OG0021231	14	4	214.64	Platygyra_sinensis_SDTHv1___evm.model.contig_63484.1	225	14	yes	order	Scleractinia	59	4	6.77	61	61	0	0	100	0	0	55	55	0	0	100	0	0	Dark-Restricted
OG0021267	14	4	89.29	Stylophora_pistillata_GAJOv1___24747	105	14	yes	order	Scleractinia	59	4	6.77	61	8	53	0	13.1148	86.8852	0	55	55	0	0	100	0	0	Dark-Restricted
OG0021359	13	8	164.77	Acropora_awi_SLJPv1___s0133.g7.t1	260	13	yes	order	Scleractinia	59	8	13.55	61	0	61	0	0	100	0	51	27	24	0	52.9412	47.0588	0	Dark-Restricted
OG0021361	13	11	113.23	Montipora_efflorescens_SLJPv2___sc0000218.g0023.t1	102	13	yes	order	Scleractinia	59	11	18.64	61	2	10	49	3.27869	16.3934	80.3279	48	31	17	0	64.5833	35.4167	0	Dark-Restricted
OG0021366	13	9	120.62	Montipora_cactus_SLJPv2___sc0000503.g0010.t1	169	13	yes	order	Scleractinia	59	9	15.25	61	0	12	49	0	19.6721	80.3279	50	2	48	0	4	96	0	Dark-Restricted
OG0021405	13	13	203	Porites_rus_NAIDv1___12458_t	210	13	yes	order	Scleractinia	59	13	22.03	61	2	10	49	3.27869	16.3934	80.3279	46	44	2	0	95.6522	4.34783	0	Dark-Restricted
OG0021554	13	7	166.92	Porites_rus_NAIDv1___29139_t	103	13	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	5	47	0	9.61538	90.3846	0	Dark-Restricted
OG0021555	13	9	192	Porites_rus_NAIDv1___22169_t	199	13	yes	order	Scleractinia	59	9	15.25	61	0	59	2	0	96.7213	3.27869	50	8	42	0	16	84	0	Dark-Restricted
OG0021557	13	8	193.77	Astreopora_sp_REEFv1___19691	197	13	yes	order	Scleractinia	59	8	13.55	61	0	2	59	0	3.27869	96.7213	51	5	44	2	9.80392	86.2745	3.92157	Dark-Restricted
OG0021565	13	11	123.08	Porites_compressa_KBHIv1___TS.g7837.t1	136	10	yes	order	Scleractinia	59	11	18.64	61	0	61	0	0	100	0	48	1	47	0	2.08333	97.9167	0	Dark-Restricted
OG0021787	13	12	151	Pocillopora_meandrina_KBHIv1___TS.g25081.t1	149	13	yes	order	Scleractinia	59	12	20.33	61	2	6	53	3.27869	9.83607	86.8852	47	16	31	0	34.0426	65.9574	0	Dark-Restricted
OG0021788	13	12	115.46	Porites_rus_NAIDv1___5243_t	113	13	yes	order	Scleractinia	59	12	20.33	61	8	46	7	13.1148	75.4098	11.4754	47	47	0	0	100	0	0	Dark-Restricted
OG0021858	13	13	95.08	Pocillopora_verrucosa_RSSAv1___g1501.t1	78	13	yes	order	Scleractinia	59	13	22.03	61	0	6	55	0	9.83607	90.1639	46	10	35	1	21.7391	76.087	2.17391	Dark-Restricted
OG0021884	13	11	99.31	Porites_astreoides_BBBMv1___23301-RA	93	12	yes	order	Scleractinia	59	11	18.64	61	0	12	49	0	19.6721	80.3279	48	9	39	0	18.75	81.25	0	Dark-Restricted
OG0021886	13	11	148.23	Porites_lobata_NAPFv3___00031354	125	13	yes	order	Scleractinia	59	11	18.64	61	12	45	4	19.6721	73.7705	6.55738	48	48	0	0	100	0	0	Dark-Restricted
OG0021887	13	9	89.46	Montastrea_cavernosa_FGUSv2___17619-RA	122	13	yes	order	Scleractinia	59	9	15.25	61	3	9	49	4.91803	14.7541	80.3279	50	42	8	0	84	16	0	Dark-Restricted
OG0021888	13	13	129.15	Seriatopora_hystrix_REEFv1___78479	115	13	yes	order	Scleractinia	59	13	22.03	61	2	48	11	3.27869	78.6885	18.0328	46	13	33	0	28.2609	71.7391	0	Dark-Restricted
OG0021893	13	10	78.54	Porites_lutea_OIAUv1.1___m8.9168.m1	85	13	yes	order	Scleractinia	59	10	16.94	61	2	10	49	3.27869	16.3934	80.3279	49	37	12	0	75.5102	24.4898	0	Dark-Restricted
OG0021895	13	8	177.62	Porites_compressa_KBHIv1___TS.g6077.t1	400	13	yes	order	Scleractinia	59	8	13.55	61	0	61	0	0	100	0	51	1	50	0	1.96078	98.0392	0	Dark-Restricted
OG0022640	13	12	341	Porites_australiensis_SLJPv1___s0004.g22.t1	367	13	yes	order	Scleractinia	59	12	20.33	61	2	19	40	3.27869	31.1475	65.5738	47	28	19	0	59.5745	40.4255	0	Dark-Restricted
OG0022713	13	4	100.38	Porites_astreoides_BBBMv1___48227-RA	186	13	yes	order	Scleractinia	59	4	6.77	61	0	61	0	0	100	0	55	1	54	0	1.81818	98.1818	0	Dark-Restricted
OG0022753	13	4	127.46	Porites_astreoides_BBBMv1___47914-RA	242	12	yes	order	Scleractinia	59	4	6.77	61	0	7	54	0	11.4754	88.5246	55	0	55	0	0	100	0	Dark-Restricted
OG0022830	12	10	88.67	Acropora_gemmifera_SLJPv1___s0444.g7.t1	84	10	yes	order	Scleractinia	59	10	16.94	61	0	61	0	0	100	0	49	1	48	0	2.04082	97.9592	0	Dark-Restricted
OG0022846	12	12	98.42	Montipora_cactus_SLJPv2___sc0000686.g0008.t1	88	11	yes	order	Scleractinia	59	12	20.33	61	2	4	55	3.27869	6.55738	90.1639	47	34	13	0	72.3404	27.6596	0	Dark-Restricted
OG0022861	12	12	141.17	Porites_astreoides_BBBMv1___57060-RA	289	11	yes	order	Scleractinia	59	12	20.33	61	0	5	56	0	8.19672	91.8033	47	7	39	1	14.8936	82.9787	2.12766	Dark-Restricted
OG0022864	12	12	105.58	Porites_evermanni_NAPFv1___00038107	157	12	yes	order	Scleractinia	59	12	20.33	61	0	36	25	0	59.0164	40.9836	47	9	38	0	19.1489	80.8511	0	Dark-Restricted
OG0022878	12	11	163.25	Astreopora_sp_REEFv1___8913	132	12	yes	order	Scleractinia	59	11	18.64	61	2	4	55	3.27869	6.55738	90.1639	48	40	8	0	83.3333	16.6667	0	Dark-Restricted
OG0022883	12	8	204.25	Platygyra_sinensis_SDTHv1___evm.model.contig_14850.14	129	12	yes	order	Scleractinia	59	8	13.55	61	1	11	49	1.63934	18.0328	80.3279	51	21	30	0	41.1765	58.8235	0	Dark-Restricted
OG0022892	12	12	132.5	Orbicella_faveolata_NAPAv1___XP_020607228.1	132	10	yes	order	Scleractinia	59	12	20.33	61	12	38	11	19.6721	62.2951	18.0328	47	47	0	0	100	0	0	Dark-Restricted
OG0022893	12	7	162.67	Montipora_capitata_KBHIv3___RNAseq.g38053.t1	127	12	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	1	51	0	1.92308	98.0769	0	Dark-Restricted
OG0023073	12	4	347.33	Porites_rus_NAIDv1___29563_t	375	12	yes	order	Scleractinia	59	4	6.77	61	0	61	0	0	100	0	55	5	50	0	9.09091	90.9091	0	Dark-Restricted
OG0023082	12	12	215.33	Porites_astreoides_BBBMv1___26462-RA	250	12	yes	order	Scleractinia	59	12	20.33	61	2	48	11	3.27869	78.6885	18.0328	47	25	22	0	53.1915	46.8085	0	Dark-Restricted
