sequence_id	orthogroup_id	species_id	topAnnotation_sseqid	topAnnotation_evalue	topAnnotation_bitscore	topAnnotation_staxids	topAnnotation_title	topTaxon_sseqid	topTaxon_evalue	topTaxon_bitscore	topTaxon_staxids	topTaxon_title
Millepora_alcicornis_PRUSv1___GFAS01137841.1.p1	OG0008920	Millepora_alcicornis_PRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Millepora_alcicornis_PRUSv1___GFAS01137842.1.p1	OG0008920	Millepora_alcicornis_PRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Millepora_alcicornis_PRUSv1___GFAS01137843.1.p1	OG0008920	Millepora_alcicornis_PRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Millepora_complanata_PRUSv1___GFGT01025747.1.p1	OG0008920	Millepora_complanata_PRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Millepora_sp_RR-2016_PRUSv1___GFGV01362864.1.p1	OG0008920	Millepora_sp_RR-2016_PRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Millepora_squarrosa_PRUSv1___GFGU01257660.1.p1	OG0008920	Millepora_squarrosa_PRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mnemiopsis_leidyi_WHUSv2.2___ML053611a	OG0008920	Mnemiopsis_leidyi_WHUSv2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montastraea_cavernosa_REEFv1___2321	OG0008920	Montastraea_cavernosa_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montastrea_cavernosa_FGUSv2___03603-RA	OG0008920	Montastrea_cavernosa_FGUSv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montipora_cactus_SLJPv2___sc0000061.g0075.t1	OG0008920	Montipora_cactus_SLJPv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montipora_capitata_KBHIv3___RNAseq.g24776.t1	OG0008920	Montipora_capitata_KBHIv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montipora_capitata_WTHIv1.1___g23195.t1	OG0008920	Montipora_capitata_WTHIv1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montipora_efflorescens_SLJPv2___sc0000211.g0057.t1	OG0008920	Montipora_efflorescens_SLJPv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript23297_f19p0_667_m.448	OG0008920	Montipora_foliosa_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nematostella_vectensis_RRUSv1___NVEC200_008334_1.1	OG0008920	Nematostella_vectensis_RRUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020628035.1	OG0008920	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachyseris_speciosa_OIAUv0.12___0.1.m1.24755.m1	OG0008920	Pachyseris_speciosa_OIAUv0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Palythoa_variabilis_PCBRv1___GCVI01060767.1.p1	OG0008920	Palythoa_variabilis_PCBRv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Physalia_physalis_OKJPv1___GHBB01031704.1.p1	OG0008920	Physalia_physalis_OKJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Platygyra_sinensis_SDTHv1___evm.model.contig_30595.8	OG0008920	Platygyra_sinensis_SDTHv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_KBHIv2___RNAseq.g22541.t1	OG0008920	Pocillopora_acuta_KBHIv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_LBIDv1___TCONS_00061830.p1	OG0008920	Pocillopora_acuta_LBIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_cf_effusa_NAPFv3___00032945	OG0008920	Pocillopora_cf_effusa_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_damicornis_SIPAv1___00004337-RA	OG0008920	Pocillopora_damicornis_SIPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript20424_f3p0_618_m.218	OG0008920	Pocillopora_damicornis_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g20101.t1	OG0008920	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_verrucosa_RSSAv1___g9804.t1	OG0008920	Pocillopora_verrucosa_RSSAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript24652_f2p0_620_m.1079	OG0008920	Pocillopora_verrucosa_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podocoryna_carnea_NANAv1___GBEH01152313.1.p1	OG0008920	Podocoryna_carnea_NANAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podocoryna_carnea_NANAv1___GBEH01154417.1.p1	OG0008920	Podocoryna_carnea_NANAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_astreoides_BBBMv1___06041-RA	OG0008920	Porites_astreoides_BBBMv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_compressa_KBHIv1___RNAseq.g37751.t1	OG0008920	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_evermanni_NAPFv1___00044422	OG0008920	Porites_evermanni_NAPFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_NAPFv3___00031169	OG0008920	Porites_lobata_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_REEFv1___16853	OG0008920	Porites_lobata_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lutea_OIAUv1.1___m8.1087.m1	OG0008920	Porites_lutea_OIAUv1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porpita_porpita_YOJPv1___GHBA01039299.1.p1	OG0008920	Porpita_porpita_YOJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudodiploria_strigosa_REEFv1___9393	OG0008920	Pseudodiploria_strigosa_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhodactis_indosinensis_NATWv1___GELO01026954.1.p1	OG0008920	Rhodactis_indosinensis_NATWv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ricordea_yuma_NAAUv1___GELN01045492.1.p1	OG0008920	Ricordea_yuma_NAAUv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salpingoeca_rosetta_HIUSv1___XP_004991528.1	OG0008920	Salpingoeca_rosetta_HIUSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scolanthus_callimorphus_CRFRv1___25534.1	OG0008920	Scolanthus_callimorphus_CRFRv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scolanthus_callimorphus_CRFRv1___28547.1	OG0008920	Scolanthus_callimorphus_CRFRv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seriatopora_hystrix_REEFv1___7641	OG0008920	Seriatopora_hystrix_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trichoplax_sp_H2_CRPAv1___RDD40111.1	OG0008920	Trichoplax_sp_H2_CRPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tripedalia_cystophora_Conant1897_1897v1___GGWE01008425.1.p1	OG0008920	Tripedalia_cystophora_Conant1897_1897v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tripedalia_cystophora_Conant1897_1897v1___GGWE01029231.1.p1	OG0008920	Tripedalia_cystophora_Conant1897_1897v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tripedalia_cystophora_Conant1897_1897v1___GGWE01030296.1.p1	OG0008920	Tripedalia_cystophora_Conant1897_1897v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tripedalia_cystophora_Conant1897_1897v1___GGWE01050665.1.p1	OG0008920	Tripedalia_cystophora_Conant1897_1897v1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turritopsis_sp_SK-2016_TBJPv1___IAAF01036982.1.p1	OG0008920	Turritopsis_sp_SK-2016_TBJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Turritopsis_sp_SK-2016_TBJPv1___IAAF01043844.1.p1	OG0008920	Turritopsis_sp_SK-2016_TBJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Velella_velella_OKJPv1___GHAZ01072925.1.p1	OG0008920	Velella_velella_OKJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
