orthogroup_id	species_id	sequence_id
OG0010913	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___108133
OG0010913	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000123.g0044.t1
OG0010913	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g5441.t1
OG0010913	Montipora_capitata_WTHIv1.1	Montipora_capitata_WTHIv1.1___g17828.t1
OG0010913	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000296.g0007.t1
OG0010913	Nematostella_vectensis_RRUSv1	Nematostella_vectensis_RRUSv1___NVEC200_005557_1.1
OG0010913	Orbicella_faveolata_NAPAv1	Orbicella_faveolata_NAPAv1___XP_020625176.1
OG0010913	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_66273.11
OG0010913	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g7520.t1
OG0010913	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00062915.p1
OG0010913	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00025567
OG0010913	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00005165-RA
OG0010913	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___TS.g8256.t1
OG0010913	Pocillopora_verrucosa_XSCSv1	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript9881_f2p0_1948_m.1074
OG0010913	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___03924-RA
OG0010913	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0109.g49.t1
OG0010913	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g949.t1
OG0010913	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00019133
OG0010913	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00003410
OG0010913	Porites_lobata_REEFv1	Porites_lobata_REEFv1___22761
OG0010913	Porites_lutea_OIAUv1.1	Porites_lutea_OIAUv1.1___Sc0000057.19
OG0010913	Pseudodiploria_strigosa_REEFv1	Pseudodiploria_strigosa_REEFv1___25610
OG0010913	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01053676.1.p1
OG0010913	Ricordea_yuma_NAAUv1	Ricordea_yuma_NAAUv1___GELN01038096.1.p1
OG0010913	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___60470
OG0010913	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___16477
OG0011107	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0051.g32.t1
OG0011107	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0094.g9.t1
OG0011107	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0333.g13.t1
OG0011107	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0026.g190.t1
OG0011107	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0122.g62.t1
OG0011107	Acropora_microphthalma_SLJPv1	Acropora_microphthalma_SLJPv1___s0030.g89.t1
OG0011107	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_044163988.1
OG0011107	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0058.g57.t1
OG0011107	Acropora_muricata_XSCSv1	Acropora_muricata_XSCSv1___transcript_HQ_E2_1_transcript20638_f5p0_1361_m.577
OG0011107	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0045.g30.t1
OG0011107	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0041.g58.t1
OG0011107	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0062.g105.t1
OG0011107	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0005.g363.t1
OG0011107	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000015.g0202.t1
OG0011107	Astreopora_sp_REEFv1	Astreopora_sp_REEFv1___3937
OG0011107	Corynactis_australis_JBAUv1	Corynactis_australis_JBAUv1___GELM01057668.1.p1
OG0011107	Fungia_scutaria_REEFv1	Fungia_scutaria_REEFv1___74493
OG0011107	Fungia_spp_REEFv1	Fungia_spp_REEFv1___m4.14756.m1
OG0011107	Galaxea_fascicularis_REEFv1	Galaxea_fascicularis_REEFv1___m1.7580.m1
OG0011107	Goniastrea_aspera_REEFv1	Goniastrea_aspera_REEFv1___m3.6176.m1
OG0011107	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___32681
OG0011107	Montastrea_cavernosa_FGUSv2	Montastrea_cavernosa_FGUSv2___29492-RA
OG0011107	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000002.g0057.t1
OG0011107	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g36825.t1
OG0011107	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000004.g0177.t1
OG0011107	Montipora_foliosa_XSCSv1	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript16064_f2p0_1032_m.506
OG0011107	Orbicella_faveolata_NAPAv1	Orbicella_faveolata_NAPAv1___XP_020605271.1
OG0011107	Pachyseris_speciosa_OIAUv0.12	Pachyseris_speciosa_OIAUv0.12___0.1.m1.14920.m1
OG0011107	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g23417.t1
OG0011107	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00006389.p1
OG0011107	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00030141
OG0011107	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00013039-RA
OG0011107	Pocillopora_damicornis_XSCSv1	Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript18600_f2p0_1353_m.330
OG0011107	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___TS.g11473.t1
OG0011107	Pocillopora_verrucosa_RSSAv1	Pocillopora_verrucosa_RSSAv1___g12878.t1
OG0011107	Pocillopora_verrucosa_XSCSv1	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript15831_f4p0_1514_m.182
OG0011107	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___08194-RA
OG0011107	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0151.g15.t1
OG0011107	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g2846.t1
OG0011107	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00010468
OG0011107	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00013029
OG0011107	Porites_lobata_REEFv1	Porites_lobata_REEFv1___3631
OG0011107	Porites_lutea_OIAUv1.1	Porites_lutea_OIAUv1.1___Sc0000103.36
OG0011107	Porites_rus_NAIDv1	Porites_rus_NAIDv1___16100_t
OG0011107	Pseudodiploria_strigosa_REEFv1	Pseudodiploria_strigosa_REEFv1___14388
OG0011107	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01001358.1.p1
OG0011107	Ricordea_yuma_NAAUv1	Ricordea_yuma_NAAUv1___GELN01034143.1.p1
OG0011107	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___4394
OG0011107	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___16658
OG0011620	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0170.g23.t1
OG0011620	Acropora_awi_SLJPv1	Acropora_awi_SLJPv1___s0021.g63.t1
OG0011620	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0010.g112.t1
OG0011620	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0156.g22.t1
OG0011620	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0081.g24.t1
OG0011620	Acropora_florida_SLJPv1	Acropora_florida_SLJPv1___s0195.g23.t1
OG0011620	Acropora_gemmifera_SLJPv1	Acropora_gemmifera_SLJPv1___s0013.g19.t1
OG0011620	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0170.g17.t1
OG0011620	Acropora_intermedia_SLJPv1	Acropora_intermedia_SLJPv1___s0212.g5.t1
OG0011620	Acropora_microphthalma_SLJPv1	Acropora_microphthalma_SLJPv1___s0069.g56.t1
OG0011620	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_044162971.1
OG0011620	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0256.g22.t1
OG0011620	Acropora_muricata_XSCSv1	Acropora_muricata_XSCSv1___transcript_HQ_E2_1_transcript18648_f2p0_1463_m.116
OG0011620	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0028.g56.t1
OG0011620	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0092.g19.t1
OG0011620	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0072.g31.t1
OG0011620	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0005.g192.t1
OG0011620	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg379.27
OG0011620	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg4856.14
OG0011620	Amplexidiscus_fenestrafer_MSMEv1	Amplexidiscus_fenestrafer_MSMEv1___evm.model.scaffold_51.30
OG0011620	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000016.g0138.t1
OG0011620	Exaiptasia_diaphana_CC7v1	Exaiptasia_diaphana_CC7v1___AIPGENE10862
OG0011620	Favia_sp_REEFv1	Favia_sp_REEFv1___23167
OG0011620	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___48673
OG0011620	Montastrea_cavernosa_FGUSv2	Montastrea_cavernosa_FGUSv2___23238-RA
OG0011620	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000505.g0009.t1
OG0011620	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g44222.t1
OG0011620	Montipora_capitata_WTHIv1.1	Montipora_capitata_WTHIv1.1___g16889.t1
OG0011620	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000020.g0128.t1
OG0011620	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_39544.5
OG0011620	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g12982.t1
OG0011620	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00020477.p1
OG0011620	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00021780
OG0011620	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00000052-RA
OG0011620	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___RNAseq.g7586.t1
OG0011620	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0055.g58.t1
OG0011620	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g26428.t1
OG0011620	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00004280
OG0011620	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00001662
OG0011620	Porites_rus_NAIDv1	Porites_rus_NAIDv1___4394_t
OG0011620	Pseudodiploria_strigosa_REEFv1	Pseudodiploria_strigosa_REEFv1___32699
OG0011620	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01051070.1.p1
OG0011620	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___8789
OG0011727	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0113.g17.t1
OG0011727	Acropora_awi_SLJPv1	Acropora_awi_SLJPv1___s0130.g18.t1
OG0011727	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0077.g19.t1
OG0011727	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0135.g2.t1
OG0011727	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0023.g181.t1
OG0011727	Acropora_florida_SLJPv1	Acropora_florida_SLJPv1___s0205.g6.t1
OG0011727	Acropora_gemmifera_SLJPv1	Acropora_gemmifera_SLJPv1___s0023.g147.t1
OG0011727	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0161.g30.t1
OG0011727	Acropora_intermedia_SLJPv1	Acropora_intermedia_SLJPv1___s0121.g30.t1
OG0011727	Acropora_microphthalma_SLJPv1	Acropora_microphthalma_SLJPv1___s0125.g32.t1
OG0011727	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_029192254.2
OG0011727	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0121.g31.t1
OG0011727	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0145.g67.t1
OG0011727	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0504.g7.t1
OG0011727	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0053.g43.t1
OG0011727	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0053.g45.t1
OG0011727	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0064.g87.t1
OG0011727	Amplexidiscus_fenestrafer_MSMEv1	Amplexidiscus_fenestrafer_MSMEv1___evm.model.scaffold_21.61
OG0011727	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000009.g0285.t1
OG0011727	Fungia_spp_REEFv1	Fungia_spp_REEFv1___m4.5189.m1
OG0011727	Galaxea_fascicularis_REEFv1	Galaxea_fascicularis_REEFv1___m1.8515.m1
OG0011727	Goniastrea_aspera_REEFv1	Goniastrea_aspera_REEFv1___m1b.2313.m1
OG0011727	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___22026
OG0011727	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000453.g0037.t1
OG0011727	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g7131.t1
OG0011727	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000317.g0019.t1
OG0011727	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_76708.4
OG0011727	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g20816.t1
OG0011727	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00028932.p1
OG0011727	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00017868
OG0011727	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___RNAseq.g909.t1
OG0011727	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___18934-RA
OG0011727	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___63953-RA
OG0011727	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___64348-RA
OG0011727	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g11715.t1
OG0011727	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g20535.t1
OG0011727	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00008581
OG0011727	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00035744
OG0011727	Porites_lutea_OIAUv1.1	Porites_lutea_OIAUv1.1___Sc0000305.44
OG0011727	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01018800.1.p1
OG0011727	Ricordea_yuma_NAAUv1	Ricordea_yuma_NAAUv1___GELN01001157.1.p1
OG0011727	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___15903
